Affinity,1_scl1,2_scl1,6_scl1,13_scl1,14_scl1,16_scl1,24_scl1,26_scl1,31_scl1,34_scl1,40_scl1,41_scl1,44_scl1,45_scl1,46_scl1,47_scl1,49_scl1,50_scl1,53_scl1,55_scl1,56_scl1,57_scl1,58_scl1,59_scl1,61_scl1,63_scl1,64_scl1,65_scl1,68_scl1,74_scl1,75_scl1,76_scl1,77_scl1,80_scl1,81_scl1,84_scl1,85_scl1,86_scl1,87_scl1,88_scl1,89_scl1,90_scl1,92_scl1,94_scl1,95_scl1,96_scl1,97_scl1,110_scl1,112_scl1,119_scl1,126_scl1,130_scl1,133_scl1,134_scl1,135_scl1,138_scl1,139_scl1,140_scl1,141_scl1,1_scl2,2_scl2,6_scl2,13_scl2,14_scl2,16_scl2,24_scl2,26_scl2,31_scl2,34_scl2,40_scl2,41_scl2,44_scl2,45_scl2,46_scl2,47_scl2,49_scl2,50_scl2,53_scl2,55_scl2,56_scl2,57_scl2,58_scl2,59_scl2,61_scl2,63_scl2,64_scl2,65_scl2,68_scl2,74_scl2,75_scl2,76_scl2,77_scl2,80_scl2,81_scl2,84_scl2,85_scl2,86_scl2,87_scl2,88_scl2,89_scl2,90_scl2,92_scl2,94_scl2,95_scl2,96_scl2,97_scl2,110_scl2,112_scl2,119_scl2,126_scl2,130_scl2,133_scl2,134_scl2,135_scl2,138_scl2,139_scl2,140_scl2,141_scl2,1_scl3,2_scl3,6_scl3,13_scl3,14_scl3,16_scl3,24_scl3,26_scl3,31_scl3,34_scl3,40_scl3,41_scl3,44_scl3,45_scl3,46_scl3,47_scl3,49_scl3,50_scl3,53_scl3,55_scl3,56_scl3,57_scl3,58_scl3,59_scl3,61_scl3,63_scl3,64_scl3,65_scl3,68_scl3,74_scl3,75_scl3,76_scl3,77_scl3,80_scl3,81_scl3,84_scl3,85_scl3,86_scl3,87_scl3,88_scl3,89_scl3,90_scl3,92_scl3,94_scl3,95_scl3,96_scl3,97_scl3,110_scl3,112_scl3,119_scl3,126_scl3,130_scl3,133_scl3,134_scl3,135_scl3,138_scl3,139_scl3,140_scl3,141_scl3
Increased,-2.69,-4.19,0.07,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,2.84,0.07,3.64,0.07,3.22,3.64,3.64,-2.49,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,-1.73,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,1.41,-1.73,1.13,-1.73,1.45,1.13,1.13,-0.27,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,0.09,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-3.14,0.09,2.36,0.09,0.84,2.36,2.36,-0.41,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
Increased,-2.69,-4.19,3.22,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,2.84,0.07,3.64,0.07,3.22,3.64,3.64,-2.49,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,1.45,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,1.41,-1.73,1.13,-1.73,1.45,1.13,1.13,-0.27,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,0.84,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-3.14,0.09,2.36,0.09,0.84,2.36,2.36,-0.41,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
Decreased,-2.69,-4.19,2.23,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,2.84,0.07,3.64,0.07,3.22,3.64,3.64,-2.49,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,-5.36,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,1.41,-1.73,1.13,-1.73,1.45,1.13,1.13,-0.27,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,0.3,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-3.14,0.09,2.36,0.09,0.84,2.36,2.36,-0.41,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
Increased,-2.69,-4.19,-1.39,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,2.84,0.07,3.64,0.07,3.22,3.64,3.64,-2.49,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,2.32,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,1.41,-1.73,1.13,-1.73,1.45,1.13,1.13,-0.27,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,0.01,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-3.14,0.09,2.36,0.09,0.84,2.36,2.36,-0.41,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
Increased,-2.69,-4.19,-2.69,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,2.84,0.07,3.64,0.07,3.22,3.64,3.64,-2.49,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,-2.53,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,1.41,-1.73,1.13,-1.73,1.45,1.13,1.13,-0.27,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,-1.29,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-3.14,0.09,2.36,0.09,0.84,2.36,2.36,-0.41,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
Normal,-2.69,-4.19,3.64,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,0.92,0.07,3.64,0.07,3.22,3.64,3.64,-2.49,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,1.13,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,-2.09,-1.73,1.13,-1.73,1.45,1.13,1.13,-0.27,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,2.36,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-1.4,0.09,2.36,0.09,0.84,2.36,2.36,-0.41,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
Increased,-2.69,-4.19,3.64,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,2.84,3.64,3.64,0.07,3.22,3.64,3.64,-2.49,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,1.13,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,1.41,1.13,1.13,-1.73,1.45,1.13,1.13,-0.27,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,2.36,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-3.14,2.36,2.36,0.09,0.84,2.36,2.36,-0.41,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
Normal,-2.69,-4.19,3.64,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,2.84,0.07,3.22,0.07,3.22,3.64,3.64,-2.49,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,1.13,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,1.41,-1.73,1.45,-1.73,1.45,1.13,1.13,-0.27,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,2.36,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-3.14,0.09,0.84,0.09,0.84,2.36,2.36,-0.41,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
Increased,-2.69,-4.19,3.64,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,2.84,0.07,2.23,0.07,3.22,3.64,3.64,-2.49,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,1.13,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,1.41,-1.73,-5.36,-1.73,1.45,1.13,1.13,-0.27,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,2.36,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-3.14,0.09,0.3,0.09,0.84,2.36,2.36,-0.41,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
Normal,-2.69,-4.19,3.64,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,2.84,0.07,3.64,-2.69,3.22,3.64,3.64,-2.49,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,1.13,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,1.41,-1.73,1.13,-2.53,1.45,1.13,1.13,-0.27,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,2.36,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-3.14,0.09,2.36,-1.29,0.84,2.36,2.36,-0.41,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
Normal,-2.69,-4.19,3.64,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,2.84,0.07,3.64,0.07,3.64,3.64,3.64,-2.49,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,1.13,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,1.41,-1.73,1.13,-1.73,1.13,1.13,1.13,-0.27,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,2.36,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-3.14,0.09,2.36,0.09,2.36,2.36,2.36,-0.41,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
Increased,-2.69,-4.19,3.64,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,2.84,0.07,3.64,0.07,3.22,2.23,3.64,-2.49,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,1.13,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,1.41,-1.73,1.13,-1.73,1.45,-5.36,1.13,-0.27,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,2.36,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-3.14,0.09,2.36,0.09,0.84,0.3,2.36,-0.41,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
Normal,-2.69,-4.19,3.64,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,2.84,0.07,3.64,0.07,3.22,2.41,3.64,-2.49,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,1.13,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,1.41,-1.73,1.13,-1.73,1.45,1.74,1.13,-0.27,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,2.36,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-3.14,0.09,2.36,0.09,0.84,1.11,2.36,-0.41,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
Normal,-2.69,-4.19,3.64,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,2.84,0.07,3.64,0.07,3.22,3.64,3.22,-2.49,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,1.13,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,1.41,-1.73,1.13,-1.73,1.45,1.13,1.45,-0.27,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,2.36,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-3.14,0.09,2.36,0.09,0.84,2.36,0.84,-0.41,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
Normal,-2.69,-4.19,3.64,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,2.84,0.07,3.64,0.07,3.22,3.64,2.23,-2.49,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,1.13,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,1.41,-1.73,1.13,-1.73,1.45,1.13,-5.36,-0.27,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,2.36,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-3.14,0.09,2.36,0.09,0.84,2.36,0.3,-0.41,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
Normal,-2.69,-4.19,3.64,0.07,-4.75,2.84,-1.39,0.07,2.88,-4.19,2.84,0.92,-1.22,2.41,-4.92,3.64,1.96,2.41,0.07,-2.69,2.84,2.23,2.41,2.23,2.84,0.07,3.64,0.07,3.22,3.64,3.64,2.88,-1.22,-4.19,1.96,1.96,3.64,-4.19,2.41,0.07,2.41,2.84,2.88,3.64,-1.22,-2.69,3.22,0.07,2.41,-1.22,3.64,0.07,1.96,0.92,-2.69,1.96,2.84,-1.39,2.88,-2.53,-1.03,1.13,-1.73,3.65,1.41,2.32,-1.73,2.25,-1.03,1.41,-2.09,0.88,1.74,1.3,1.13,-1.63,1.74,-1.73,-2.53,1.41,-5.36,1.74,-5.36,1.41,-1.73,1.13,-1.73,1.45,1.13,1.13,2.25,0.88,-1.03,-1.63,-1.63,1.13,-1.03,1.74,-1.73,1.74,1.41,2.25,1.13,0.88,-2.53,1.45,-1.73,1.74,0.88,1.13,-1.73,-1.63,-2.09,-2.53,-1.63,1.41,2.32,2.25,-1.29,-0.98,2.36,0.09,0.85,-3.14,0.01,0.09,-3.44,-0.98,-3.14,-1.4,2.23,1.11,0.45,2.36,0.57,1.11,0.09,-1.29,-3.14,0.3,1.11,0.3,-3.14,0.09,2.36,0.09,0.84,2.36,2.36,-3.44,2.23,-0.98,0.57,0.57,2.36,-0.98,1.11,0.09,1.11,-3.14,-3.44,2.36,2.23,-1.29,0.84,0.09,1.11,2.23,2.36,0.09,0.57,-1.4,-1.29,0.57,-3.14,0.01,-3.44
